SiteID,PDA,min_dist Disturb,NN,D2NN,Cluster ID,GYRF TerritoryID,RLHA TerritoryID,PEFA TerritoryID,Lat_DD,Lon_DD,X_17N,Y_17N,PEFA site,RLHA Site,GYRF Site,#_Spp,06_Sp,06_Date,06_NAd,06_eggs_Y_,06_NEgg,06_hatch,06_NYng,06_Comm,07_Sp,07_Date,07_NAd,07_eggs_Y_,07_NEgg,07_hatch,07_NYng,07_Comm,08_Sp,08_Date,08_NAd,08_eggs_Y_,08_NEgg,08_hatch,08_NYng,08_Comm,09_Sp,09_Date,09_NAd,09_eggs_Y_,09_NEgg,09_hatch,09_NYng,09_Comm,10_Sp,10_Date,10_NAd,10_eggs_Y_,10_NEgg,10_hatch,10_NYng,10_Comm,11_Sp,11_Date,11_NAd,11_eggs_Y_,11_NEgg,11_hatch,11_NYng,11_Comm,12_Sp,12_Date,12_NAd,12_eggs_Y_,12_NEggLai,12_hatch,12_NYng,12_Comm,13_Sp,13_Date,13_NAd,13_eggs Y/N,13_NEggLaid,13_hatch,13_NYng,13_Comm,14_Sp,14_Date,14_NAd,14_eggs_Y_,14_NEggLai,14_hatch,14_NYng,14_Comm,15_Sp,15_Date,15_NAd,15_eggs_Y_,15_NEggLai,15_hatch,15_Nyng,15_Comm,16_Sp,16_Date,16_NAd,16_eggs_Y_,16_NEggLai,16_hatch,16_Nyng,16_Comm,17_Sp,17_Date,17_NAd,17_eggs_Y_,17_NEggLai,17_hatch,17_Nyng,17_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,2018_SpCom,F_PEFA,F_PEFA_12to18,F_RLHA 12-18,F_RLHA_12to18,F_Site Unk,2011_Field,Status,S1,S2,S3
336,0,127.9,335,1518,,,,,70.2274,-78.0331,611976.8683,7793961.541,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2011-08-10,2,Y,5,5,5,Five chicks ba#ed,not detected,2012-07-10,0,#,#,0,#,"no bird seen, little white wash, 2 empty nests",not detected,8-1-2013,0,N,0,#,#,not detected,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,0,5,RLHA022,A,#,#,#
337,0,96.9,204,4405,,,,,70.4448,-78.7937,582404.0194,7816972.603,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2011-08-17,2,Y,3,3,3,Did not access the nest. At least 3 chicks,not detected,2012-07-11,1,#,#,0,#,"i#ividual pefa seen but flew away, site checked twice. 1 old stick nest|June 30: PEFA i#ividual perched, probably male from other site. Didn't fi# nest, checked twice. Small cliff near water. 1 empty stick nest. July 11: No bird seen. Vacant confirmed",not detected,6-24-2013,0,N,0,#,#,not detected,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,0,5,RLHA024,A,#,#,#
338,2,15.686,59,127,32,,57,,71.2181,-79.7897,543489.3234,7902156.586,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-08-15,2,Y,3,3,3,"3 chicks black morph not ba#ed. 2 were ready to flight. Nice overhang.|June 20: RLHA territorial i#ividual, black morph. AG=3. Didn't fi# nest, lot of good spots. August 15: Fou# nest. 3 chicks dark morph. 2 ready to fly, 3rd one smaller, still down",not detected,6-25-2013,0,N,0,#,#,June 25: not detected. August 7: no birds detected,RLHA,2014-08-13,2,y,4,#,4,June 17: Dark morph i#ividual took off. No nest fou#. Did the e# of the ridge. August 13: 4 chicks look young. 1 adult dark morph.,not detected,2015-06-17,0,N,#,#,#,June 17 : no birds seen.  August 1 :  no birds detected,Not visited,#,#,#,#,#,#,#,not detected,16-06-2017,0,N,#,#,0,"June 16 2017: no bird seen ; old rlha stick nest, nice overhang.Aug 8:NO BIRDS DETECTED",not detected,17-06-2018,0,N,#,#,0,"no birds, old scrape",not detected,13-07-2018,0,N,#,#,0,no birds,PEFA,17-08-2018,2,Y,0,#,2,"s facing side, lower on cliff, covereing ledge",PEFA,1,1,2,2,6,#,#,0,0,1
339,1,0.6,73,276,15,,73,,71.3612,-79.645,548330.5641,7918223.653,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-08-19,2,Y,3,2,0,"2 dead chicks foud on ledge (arou# 40 days old) collected ; no bird seen|June 22: RLHA territorial pair. AG=3. 3 eggs. Small cliff, really easy access without ropes. 600m away from site 75. August 19: 2 dead chicks collected beside nest, approximatly 40",not detected,6-30-2013,0,N,0,#,#,not detected,not detected,2014-06-08,0,N,#,#,#,June 8 No bird seen.Aug 6 no birds detected,RLHA,2015-06-17,2,Y,3,3,3,"June 17 : rlha pair, 3 eggs. | July 31 : 3 chicks banded, contours growing.",Not visited,#,#,#,#,#,#,#,not detected,16-06-2017,0,N,#,#,0,"June 16 2017: no bird seen ; old rlha stick nest,100m NW of wpt. Aug 7:  no birds detected.",not detected,17-06-2018,0,N,#,#,0,"no birds, low cliff with fragmented rocks",not detected,14-07-2018,0,N,#,#,0,no birds,not detected,17-08-2018,0,N,#,#,0,"no birds, lots of rock shear",not detected,0,0,2,2,6,#,#,0,0,0
340,0,112.7,226,709,,,,,70.3204,-78.5022,593855.9764,7803530.653,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-20,2,Y,3,0,0,"no bird seen ; nest was empty, failed|June 29: RLHA territorial pair. 3 eggs. Nest accessible without ropes. Close to site 226. Canada goose nest just below. July 20: No bird seen. No eggs in nest. No trace at bottom of cliff. FAILED.",PEFA,7-27-2013,0,Y,3,0,0,"July 6: PEFA i#ividual was on nest. 3 eggs look pale. On stick nest. July 27: No bird seen. 3 eggs, cold a# bleached. FAILED.",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,1,1,1,1,6,#,#,#,#,#
341,0,136.1,331,1521,,,,,70.21713,-77.55445,630091.2611,7793769.312,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-06-29,2,Y,4,#,#,June 29: RLHA territorial pair. 4 eggs. Access with ropes.,not detected,6-24-2013,0,N,0,#,#,not detected,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
342,0,133.1,330,50,,,,,70.2499,-77.5417,630364.6581,7797445.996,FALSE,FALSE,FALSE,0,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,CORA,2012-06-29,2,Y,#,#,#,"i#ividual sitting on nest, site close to 330|June 29: CORA i#ividual sitting on stick nest.",not detected,6-24-2013,0,N,0,#,#,old cora nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,0,0,6,#,#,#,#,#
343,0,119.5,321,16,,,,,70.3142,-77.986,613274.0153,7803718.533,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-23,2,Y,3,0,0,"empty nest ; no bird seen ; failed|June 29: RLHA nest. No bird seen. 3 eggs. July 10: RLHA nest. No adult seen. 3 eggs, probably bleached by sun. Probably aba#onned. July 23: No bird seen. Empty stick nest. Aba#onned.",not detected,6-24-2013,0,N,0,#,#,1 empty stick nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
344,0,117.5,327,660,,,,,70.3803,-77.6948,623808.6978,7811648.981,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-06-29,2,Y,3,3,3,"HUGE cliff, 3 chicks uder 5 days, close to 327|June 29: RLHA nest. 3 chicks<5 days old. 700m away from site 327. Huge cliff. Helicopter access.",not detected,6-24-2013,0,N,0,#,#,1 empty stick nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
345,0,86.3,303,947,,,,,70.6166,-78.1471,605641.0757,7837118.764,FALSE,FALSE,TRUE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,GYRF,2012-07-13,2,Y,1,1,1,"1 chick approximatly 15 days old (mainly covered with seco# down, able to sta# up)June 29: GYRF territorial pair, white morph. Female sitting on nest. At least one chick<10 days. 300 meters away from 306. July 13: GYRF i#ividual. 1 chick arou# 15 day",not detected,6-24-2013,0,N,0,#,#,not detected,not detected,2014-06-23,0,N,#,#,#,No bird seen. Empty old stick nest.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,0,0,6,#,#,#,#,#
346,0,89.4,178,4,,,,,70.5087,-78.8708,579275.8457,7823992.448,FALSE,FALSE,FALSE,0,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,CORA,2012-06-30,2,Y,2,2,2,"at least 2 chicks, were out of nest |June 30: Raven nest. 2 chicks away from nest, couldn't fly. 165 meters away from site 178. Goose nest between CORA a# PEFA nests.",not detected,6-24-2013,0,N,0,#,#,old cora nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,0,0,6,#,#,#,#,#
347,0,90.7,211,1318,,,,,70.5166,-78.5986,589371.4238,7825250.653,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-31,2,Y,3,2,2,"2 chicks ba#ed ; 1 flew a# was brought back to nest|June 30: RLHA i#ividual flying. Might be a nest, didn't fi# it. 1 empty stick nest. July 11: RLHA i#ividual. Nest fou#. At least 3 chicks about 5 days old. July 21: RLHA i#ividual. 2-3 chicks aro",not detected,6-24-2013,0,N,0,#,#,not detected,RLHA,2014-06-23,2,Y,1,#,#,RLHA nest. 1 egg. No bird seen.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,2,2,6,#,#,#,#,#
348,0,63.0,140,18,,,,,70.7381,-79.0741,570897.5766,7849312.513,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2012-06-30,2,Y,4,#,#,June 30: PEFA individual. 4 eggs. Nest mid-cliff. Access with ropes.,not detected,6-27-2013,0,N,0,#,#,2 empty stick nests,not detected,2014-06-23,0,N,#,#,#,No bird seen. Didn't look behi# cliff.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,1,1,0,0,6,#,#,#,#,#
349,0,73.6,157,78,,,,,70.648,-78.955,575619.0104,7839412.456,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2012-08-11,2,Y,4,4,3,3 chicks banded|June 30: PEFA female sitting on nest. Can't count the eggs. July 22: PEFA territorial pair. AG=4. Female captured within 20 minutes. Geolocator L290-2528 OM. Female back on nest quickly. 4 chicks look healthy. Were sleeping when we were i,PEFA,8-8-2013,1,Y,4,4,3,"June 27: PEFA female on nest. July 19: Female on nest. Flew over site with chopper. Didn't disturb. July 20: Pair at site. Female trapped, geolocator (L290-2528 OM) recuperated arou# 12:30pm. 6 attempts, stayed 2 hours. Did not take measurments because",not detected,2014-06-23,0,N,#,#,#,No bird seen.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,2,2,0,0,6,#,#,#,#,#
350,0,63.6,140,1127,,,,,70.7341,-79.0454,571968.1482,7848900.388,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-06-29,2,Y,4,#,#,June 29: RLHA nest. 4 eggs. Site fou# by EDI.,not detected,6-27-2013,0,N,0,#,#,June 27: No bird seen. Waypoint not accurate,not detected,2014-06-23,0,N,#,#,#,No cliff on waypoint.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
351,0,52.0,420,288,,,,,71.1157,-77.8881,612368.9001,7893188.99,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-01,2,Y,4,#,#,"July 1: RLHA i#ividual. 4 eggs. 300 meters away from site 319 (RLHA). Huge cliff, helicopter access.",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
352,0,28.0,353,102,,,,,71.2393,-80.6845,511325.0561,7904115.711,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-02,2,Y,3,#,#,July 2: RLHA i#ividual. 3 eggs. Access from top with ropes. 100 meters away from site 353 (RLHA),not detected,6-25-2013,0,N,0,#,#,1 empty stick nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
353,0,28.0,352,102,,,,,71.239,-80.6818,511422.1493,7904082.759,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-02,2,Y,1,#,#,100 m away from 353 wich is RLHA nest too|July 2: RLHA i#ividual. 1 egg. Access from top with ropes. 100 meters away from site 352 (RLHA).,not detected,6-25-2013,0,N,0,#,#,1 empty stick nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
354,0,25.8,12,491,,,,,71.2551,-80.6451,512728.9925,7905885.736,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2012-07-02,2,Y,4,#,#,July 2: RLHA i#ividual. 4 eggs. Access from top with ropes. 400m away from site 12 (PEFA).,not detected,6-25-2013,0,N,0,#,#,1 empty stick nest,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,6,#,#,#,#,#
