SiteID,PDA,min_dist Disturb,NN,D2NN,Cluster ID,GYRF TerritoryID,RLHA TerritoryID,PEFA TerritoryID,Lat_DD,Lon_DD,X_17N,Y_17N,PEFA site,RLHA Site,GYRF Site,#_Spp,06_Sp,06_Date,06_NAd,06_eggs_Y_,06_NEgg,06_hatch,06_NYng,06_Comm,07_Sp,07_Date,07_NAd,07_eggs_Y_,07_NEgg,07_hatch,07_NYng,07_Comm,08_Sp,08_Date,08_NAd,08_eggs_Y_,08_NEgg,08_hatch,08_NYng,08_Comm,09_Sp,09_Date,09_NAd,09_eggs_Y_,09_NEgg,09_hatch,09_NYng,09_Comm,10_Sp,10_Date,10_NAd,10_eggs_Y_,10_NEgg,10_hatch,10_NYng,10_Comm,11_Sp,11_Date,11_NAd,11_eggs_Y_,11_NEgg,11_hatch,11_NYng,11_Comm,12_Sp,12_Date,12_NAd,12_eggs_Y_,12_NEggLai,12_hatch,12_NYng,12_Comm,13_Sp,13_Date,13_NAd,13_eggs Y/N,13_NEggLaid,13_hatch,13_NYng,13_Comm,14_Sp,14_Date,14_NAd,14_eggs_Y_,14_NEggLai,14_hatch,14_NYng,14_Comm,15_Sp,15_Date,15_NAd,15_eggs_Y_,15_NEggLai,15_hatch,15_Nyng,15_Comm,16_Sp,16_Date,16_NAd,16_eggs_Y_,16_NEggLai,16_hatch,16_Nyng,16_Comm,17_Sp,17_Date,17_NAd,17_eggs_Y_,17_NEggLai,17_hatch,17_Nyng,17_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,2018_SpCom,F_PEFA,F_PEFA_12to18,F_RLHA 12-18,F_RLHA_12to18,F_Site Unk,2011_Field,Status,S1,S2,S3
94,1,4.065,473,2866,,,,,71.3696,-79.3786,557805.6285,7919394.11,TRUE,FALSE,FALSE,1,PEFA,18-Jun-06,1,#,#,#,#,Cliffs just N of camp. Ad;,PEFA,#,2,#,#,#,#,at NEST; sm/sh lk,PEFA,27/06/2008,2,Y,4,#,#,Nest; 4 eggs; deep narrow valley that goes into T. River just n of Dep/Camp/+ T.R. cov; has the nice waterfall;,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-01,2,Y,4,4,4,active,PEFA,2012-08-27,2,Y,3,#,0,"no chicks evidences ; scrape is wet ; one adult, probably female, seen on site but left quickly ; failed|June 21: PEFA territorial pair, AG=3. 3 eggs. Access with ropes. Female missing feathers on shoulders. August 27: Individual left quickly. No evidenc",not detected,6-28-2013,0,N,0,#,#,"checked twice, no activity in chick rearing period",PEFA,2014-08-18,2,Y,3,#,3,June 12: I#ividual was perched on cliff a# flushed silently when we were approaching. Perched quietly 300m away on rock. We stayed 10 minutes. No eggs fou#. August 18: 3 chicks ba#ed.,PEFA,2015-06-22,2,Y,4,#,2,"June 22 : they changed ledge, now closer to the waterfall. Adult incubating, 4 eggs. | July 30 : at least 2 chicks, down covered.",PEFA,24-06-2016,2,Y,4,3,3,"June 24: female was on nest, now right on top of the cliff, easy access. | June 25: female trapped on nest, 4 eggs. | August 9: 3 chicks plus one addled egg. Chicks are about 20 days old. | August 10: 3 chicks banded, one addled egg, female is tagged with a blue band.",PEFA,16-06-2017,1,Y,1,#,2,"June 16 2017: 1 egg, pefa agressive.  Aug 7 - 2 nestlings ~ 10 days old",PEFA,17-06-2018,2,Y,3,0,0,"Waterfall gully, fem flushed off nest, male further ahead",PEFA,13-07-2018,2,Y,4,0,0,"fem flushed off nest, high right right before waterfall",PEFA,18-08-2018,2,Y,0,2,2,"at top right, right before it gets too narrow for heli to fly",PEFA,10,6,0,0,0,1-131,A,1,1,1
95,1,9.5,99,977,19,,95,,71.2227,-79.3808,558165.761,7903012.958,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,#,#,#,#,#,#,#,RLHA,2012-06-19,2,Y,3,#,#,"June 19: RLHA territorial i#ividual, sitting on nest. AG=3. Nest fou#, 3 eggs, near top of cliff. Still lot of snow.",not detected,6-21-2013,0,N,0,#,#,not detected,not detected,2014-06-11,0,N,#,#,#,No bird seen. Site covered with snow.,not visited,#,#,#,#,#,#,#,not detected,23-06-2016,0,N,#,#,#,"June 23: site is still under the snow, can't even see the usual old nest.",not detected,16-06-2017,0,N,0,0,0,June 16 2017: stick nest is under the snow.  August 8 - no birds detcted.,not detected,17-06-2018,0,N,#,#,0,"100% snow  cover, no birds",not detected,13-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,16-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,0,0,1,1,6,2-232,P,0,0,0
96,0,55.6,103,1088,,,,,70.8038,-79.4101,558339.2829,7856279.341,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,24/06/2008,2,Y,5,#,#,NEST; 5 eggs; 10/30/S/10m,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2011-08-06,2,Y,4,4,4,1 old stick nest,RLHA,2012-06-30,2,Y,4,#,#,1 other empty stick nest|June 30: RLHA i#ividual. 4 eggs. Nest on bottom half of cliff. Access with ropes. 1 other empty stick nest.,not detected,6-27-2013,0,N,0,#,#,not detected,RLHA,2014-08-14,2,Y,2,#,2,"June 23: RLHA took off from nest. 2 eggs. August 14: 2 chicks, maybe 3. Ready to fly.",not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,4,2,2,Apr-52,A,#,#,#
98,2,10.301,99,84,19,,,98,71.214,-79.3739,558439.6449,7902049.583,TRUE,FALSE,FALSE,1,PEFA,12-Jun-06,2,#,#,#,#,Pair nearby = WPT 143;,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-01,2,Y,3,3,3,2 old stick nests,PEFA,2012-06-19,2,Y,4,#,#,territorial indidual ; have walked didn't find nest ; nest could be on the other side of Mary river at site 99|June 30: RLHA individual observed. 4 PEFA eggs. Nest on bottom half of cliff. Access with ropes. 1 other empty stick nest.,PEFA,8-9-213,2,Y,#,#,3,"June 21: No bird seen. 1 empty stick nest. August 7: No adult seen. 2-3 chicks. August 9: PEFA pair on site. 3 chicks ba#ed, arou# 20-25 days old.",not detected,2014-06-11,0,N,#,#,#,No bird seen.,not detected,2015-06-17,0,0,0,0,0,June 17 no birds seen. August 1 no birds seen.,not detected,23-06-2016,0,N,#,#,0,"June 23: no pefa seen. Missed something? | August 6 : pefa are at 99, no birds at 98",PEFA,16-06-2017,1,Y,4,2,2,"June 16 2017: did cliff well, no birds at site. | June 19 2017: located PEFA female incubating on a new scrape. 4 eggs, didn't detect her on our first visit. Nest is on the south side of the site, on the upper part. AUG 8, 2 YNG, 20 DAO, 2 ADULTS.",not detected,17-06-2018,0,N,#,#,0,"no birds, lots of white wash",PEFA,13-07-2018,2,Y,3,0,0,Flushed off nest,PEFA,16-08-2018,2,Y,3,0,0,100m S of waypoint,PEFA,6,4,0,0,0,1-119,A,0,1,1
99,2,10.2,98,84,19,,,98,71.2144,-79.3719,558510.3065,7902096.114,TRUE,FALSE,TRUE,2,not detected,12-Jun-06,2,Y,1,#,#,Pair. One egg;,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-01,0,N,0,#,#,"White wash, very close to 1-119",not detected,2012-06-19,0,N,0,#,#,were on the other side of the river ; pefa i#ividual flying arou# but nest probably at site 98|June 19:  PEFA territorial i#ividual flying arou#. AG=3. Nest probably at site 98 (other side of the river).,not detected,6-21-2013,0,N,0,#,#,not detected,PEFA,2014-08-15,2,Y,3,#,3,June 11: I#ividual took off. White wash. August 15: 3 chicks ba#ed. 1 adult at site.,PEFA,2015-06-17,2,4,0,0,0,"June 17 : pair at site. female was perched on site 98, staying around chopper, but I forgot to look for eggs! | August 1 : 1 bird at site. 4 eggs 10m away from 2014 nesting ledge, color is ok but would be very late, failed.",PEFA,23-06-2016,2,Y,4,4,4,"June 23: no pefa seen. Missed something? | August 6: 4 chicks banded (around 25 days old, all full crop). No adult at sites. Weasel, shorebird, horned lark and goose remains at nest.",not detected,16-06-2017,0,N,0,0,0,"June 16 2017: a lot of snow, past year ledge is empty. | June 19 2017: 1 CAGO nest, no raptors. AUG 8 NO BIRDS DETECTED.",GYRF,17-06-2018,2,Y,1,0,0,"Fem incubating on nest, could see one egg but couldn’t see if there was any more",not detected,13-07-2018,0,N,#,#,0,GYRF failed maybe pushed from PEFA,not detected,16-08-2018,0,N,#,#,0,"no birds, near 98",GYRF,3,3,0,0,0,1-120,P,1,0,0
100,1,0.000,104,1103,,,,,71.3304,-79.3486,558994.337,7915052.371,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,27/07/2008,1,#,#,#,#,"N, inc nestlings; this is the ""camp nest"" pair a# their ""new"" nest; new camp nest Inukshuk;",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-02,0,N,0,#,#,White was maybe old nest,not detected,2012-06-21,0,N,0,#,#,no bird seen ; some white wash|June 21: No bird seen. Some white wash. No birds seen in August.,not detected,7-2-2013,1,N,0,#,#,"June 15: No bird seen. July 2 (EDI): Nest site is vacant, but PEFA perched on outcrop when we arrived onsite.  When we approached, bird flew a couple hu#red meters downstream a# perched on another outcrop; didn't show any territorial behaviour.  No activity seen in August.",PEFA,2014-08-14,2,Y,3,#,2,June 12: Pair. Male took off a# female stayed on ledge while we were flying over. August 14: 2 chicks ba#ed. Female has silver ba#.,PEFA,2015-06-19,2,Y,3,2,2,"June 19 : pefa pair | june 21 : female caught, band 1807-95417, 3 eggs. She was back on nest 5 minutes after we left the site. | August 2 : 2 chicks banded, 1 addled egg.",PEFA,24-06-2016,2,Y,3,3,3,June 24: about same ledge. | June 28: still 3 eggs. | August 6: 3 chicks banded. | August 10: 3 chicks are doing well.,PEFA,19-06-2017,2,N,#,#,0,"June 19 2017: PEFA pair at site. Male is aggressive, female seemed lethargic, yelled at us, perched. About to lay first egg? Could not confirm if she was banded.  Aug 6, no birds detected.",PEFA,18-06-2018,1,N,0,0,0,"fem incubatin on nest, couldn’t see any eggs",PEFA,13-07-2018,1,N,0,0,0,Fem incubating just to the left of old scrape,PEFA,18-08-2018,2,Y,0,#,2,Fem circling,PEFA,6,5,0,0,2,46,P,1,1,1
101,2,18.484,102,839,36,,,101,71.1373,-79.3612,559127.5463,7893510.169,TRUE,FALSE,FALSE,1,not detected,5-Aug-06,0,#,#,#,#,"nest, Mary River, small c;",not visited,#,#,#,#,#,#,#,PEFA,18/08/2008,1,,#,,2,"nest; 2y, 25-30do fless; by Ravn river outflow; Vivian's nest; 5/4/5/10m water (BIG A PEFA nest);",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-02,2,Y,3,3,3,Site moved to N71Â° 08.235' W079Â°21.671'. Lots of white wash,PEFA,2012-08-06,2,Y,3,#,2,"2 chicks banded and 1 addled egg ; the chicks were still alive on august 14th|June 21: PEFA female sitting on nest. AG=3. 3 eggs. Really easy access, no ropes. Cliff on lake. Sandhill crane nest between 101 and 102. August 4: 2 chicks, around 15 days. Se",PEFA,8-7-2013,0,N,0,#,#,"June 21: No bird seen. 1 egg on scrape, probably from 2012. August 7: No bird seen. Ledge empty. No signs of chick.",PEFA,2014-08-13,2,Y,3,#,3,June 17: Pair took off from ledge. 1 egg. August 13: 3 chicks ba#ed. Full crops. No adult present.,PEFA,2015-06-17,2,Y,?,#,4,June 17 : female incubating. | August 1 : 4 chicks banded.,PEFA,23-06-2016,2,Y,4,4,4,"June 23: female incubating, same usual ledge. | August 6 : 4 chicks banded (around 20-25 days old), pair at site.",PEFA,16-06-2017,2,Y,3,3,3,"June 16 2017: PEFA female incubating, same exact ledge than usual, didn't flushed. Male was at site.  Aug 6 3 nestlings ~15 days, 2 adults.",PEFA,17-06-2018,2,Y,4,0,0,"Low on cliff next to lake, second orange patch",PEFA,13-07-2018,2,Y,1,0,0,"Fem incubating, cant see eggs, male flying above",PEFA,16-08-2018,2,Y,0,3,3,"went and handled, on 2n orange",PEFA,9,7,0,0,0,1-139,A,1,1,1
102,2,19.3,101,839,36,,102,,71.13,-79.3554,559358.877,7892701.929,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,not detected,2011-08-02,0,N,0,#,#,unoccupied,RLHA,2012-08-04,2,Y,3,#,#,"failed ; no bird seen ; no chicks evidence|June 21: RLHA territorial i#ividual sitting on nest. AG=1, flew away when helicopter la#ed. 3 eggs. Really easy access, no ropes. August 4: failed. No bird seen. No evidence of chicks.",not detected,6-21-2013,0,N,0,#,#,1 empty stick nest,not detected,2014-06-17,0,N,#,#,#,No bird seen. Empty nest.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not detected,16-06-2017,0,N,#,#,0,"June 16 2017: no bird seen, 1 old stick nest. AUG 6 NO BIRDS DETECTED.",not detected,17-06-2018,0,N,#,#,0,"Old stick nest next to lake, no birds",not detected,13-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,16-08-2018,0,N,#,#,0,no birds,not detected,0,0,1,1,5,64,V,0,0,0
103,0,55.4,397,1005,,,,,70.8047,-79.3805,559422.5119,7856408.414,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,24/06/2008,1,#,#,#,#,NEST; photos 5 + 6;,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2012-06-30,1,N,0,#,#,pefa with territorial behavior ; couldn't find the nest ; check twice|June 30: PEFA territorial individual. Couldn't find the nest. Checked twice.,PEFA,8-8-2013,0,Y,3,3,3,June 27: PEFA female took off. 3 eggs. 1 empty stick nest. August 8: No adult seen. 3 chicks.,PEFA,2014-08-14,2,Y,3,#,3,June 23: PEFA on stick nest east of waypoint. August 14: 3 chicks.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,4,3,0,0,2,Aug-83,P,#,#,#
104,3,0.0,100,1103,,,,,71.3235,-79.3264,559808.5228,7914304.851,TRUE,FALSE,FALSE,1,PEFA,19-Aug-06,1,#,#,#,#,active,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-02,0,N,0,#,#,unoccupied,not detected,2012-06-22,0,N,0,#,#,no bird seen|June 9: 2 RLHA seen flying. AG=1. They left the site after we got there. Didn't see any nest. June 22: Double-checked. No bird seen. Little bit of white wash. We probably saw the birds of site 107 on June 9.,not detected,7-2-2013,1,N,0,#,#,not detected,not detected,2014-06-12,0,N,#,#,#,Really close to quarry. No bird seen. No signs.,not detected,2015-06-19,0,N,#,#,#,,not detected,24-06-2016,0,N,#,#,#,"June 24: did 2 small cliffs nearby, no bird seen.",not detected,20-06-2017,0,N,#,#,0,"June 20 2917: no bird seen, no signs of nesting, old resting spot, delete? Aug 6 , no birds detected",not detected,18-06-2018,0,N,#,#,0,no birds,not detected,13-07-2018,0,N,#,#,0,no birds,not detected,18-08-2018,0,N,#,#,0,"no birds, near WQMR2",not detected,1,0,0,0,0,2-245,P,0,0,0
105,0,56.7,397,782,,,,,70.7923,-79.3501,560575.3119,7855055.981,TRUE,TRUE,FALSE,2,RLHA,18-Aug-06,1,#,#,#,#,Nest; 2 old nests - adult flush;,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-06,0,N,0,#,#,Moved to: N70Â°47.536' W079Â°21.005'. A little with wash,PEFA,2012-06-30,2,Y,4,#,#,"not accessible without helicopter supportJune 30: PEFA pair. 4 eggs. Big cliff, lot of ledges. Not accessible.",PEFA,8-8-2013,1,Y,4,#,1,June 27: PEFA pair. 4 eggs. Female was on nest. August 8: PEFA took off from cliff. 1 chick. Lot of white wash.,PEFA,2014-08-14,2,Y,2,#,2,June 23: PEFA pair. 2 eggs. August 14: 2 chicks. No adult.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,3,3,1,0,0,Apr-54,P,#,#,#
107,1,0.0,109,635,20,,109,,71.3291,-79.2855,561252.0958,7914970.16,FALSE,TRUE,FALSE,1,not detected,11-Jun-06,0,#,#,#,#,Old nest = PEFA size - st;,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-02,0,N,0,#,#,unoccupied,RLHA,2012-08-18,2,Y,3,#,#,failed ; no bird seen ; good amount of white wash below nest i#icate chick presence; failed or fledged?|June 10: Territorial pair. AG=3. Fou# nest right on the waypoint. 3 eggs. Probably the pair seen at 104 on June 9. August 18: No bird seen. We were,not detected,7-5-2013,1,N,0,#,#,"June 27: No bird seen. 1 empty stick nest. July 5 (EDI): 2 vacant stick nests.  Just as we were arriving, PEFA flew down valley past nest, called a couple of time from down stream.  August 11  - site not occupied.",not detected,2014-06-12,0,N,#,#,#,No bird seen. Flew by twice. Lot of snow.,not detected,2015-06-19,0,N,#,#,#,2 old stick nests.  Aug 1 no birds seen.,not detected,23-06-2016,0,N,#,#,#,June 23: no bird seen did twice.,not detected,17-06-2017,0,N,#,#,0,"June 17 2017: 2 old stick nests on wpt, no bird seen. Aug 6 - no birds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, old stick nest",not detected,13-07-2018,0,N,#,#,0,no birds,not detected,18-08-2018,0,N,#,#,0,no birds,not detected,0,0,1,1,0,2-217,V,0,0,0
108,1,0.0,109,997,20,,,108,71.3161,-79.2763,561622.0164,7913530.087,TRUE,FALSE,FALSE,1,not detected,13-Jun-06,0,#,#,#,#,Old empty PEFA nest;,not visited,#,#,#,#,#,#,#,PEFA,30/05/2008,1,,0,,#,"NEST - empty; on empty 2007 nest (no eggs yet), = Sherdon LK nest;",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-02,2,Y,1,1,1,Same point as 2-218 At least 1 chick,not detected,2012-06-22,0,N,0,#,0,no bird seen ; white wash a# prey remains|June 9: No bird seen. Old white wash. June 22: Scanned with binoculars. No bird seen. Aug 18 no birds seen,PEFA,8-11-2013,2,Y,4,1,1,"June 15: PEFA territorial i#ividual. 1 egg. Access from bottom of cliff. 1 goose nest. June 23: PEFA pair, female was on nest. Male arrived with food. Food exchange with female. Male incubating. 4 eggs. Female back on nest. July 2 (EDI): Active PEFA nest.  August 11 - 1 nestling",not detected,2014-06-12,0,N,#,#,#,Stayed 15 minutes a# went to last years ledge. NBS,not visited,#,#,#,#,#,#,#,not detected,28-06-2016,0,#,#,#,#,June 28: no bird seen. Confirm by BIM in early july.,not detected,19-06-2016,0,N,#,#,0,"June 19 2017: have walked down cliff, stayed for about 10 minutes, no bird seen. August 6: not detected",not detected,18-06-2018,0,N,#,#,0,no birds,not detected,13-07-2018,0,N,#,#,0,no birds,not detected,17-08-2018,0,N,#,#,0,no birds,not detected,3,1,0,0,0,2-226,A,0,0,0
109,1,0.0,107,635,20,,109,,71.325,-79.2731,561708.0475,7914525.641,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2011-08-02,2,Y,2,2,2,active,not detected,2012-06-10,0,N,0,#,#,still lot of snow ; no bird seen. Aug 18 no birds seen.,not detected,7-9-2013,0,N,0,#,#,"June 27 not detected, July 9 - no birds seen. Aug 111 - no birds seen.",not detected,2014-06-12,0,N,#,#,#,No bird seen. Flew by twice. Lot of snow.,RLHA,2015-06-19,2,Y,?,#,2,"june 19 : individual took off from cliff, couldn't locate nest. | August 1 : 2 chicks, nest is really low.",not detected,23-06-2016,0,N,#,#,#,"June 23: no bird seen, no sign, lot of snow.",not detected,17-06-2017,0,N,#,#,0,"June 17 2017: one old stick nest low on cliff on wpt, ww on nest walls. Aug 6 No birds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, close to mine site (main camp)",not detected,13-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,18-08-2018,0,N,#,#,0,old raven nest,not detected,0,0,2,1,5,47,A,0,0,0
110,0,59.2,111,309,,,,,70.7689,-79.2972,562590.3031,7852500.814,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,24/06/2008,2,Y,4,#,#,NEST; 4 eggs; 15/20/S/100,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-06,0,N,0,#,#,1 old stick nest,not detected,2012-06-30,0,N,0,#,#,2 empty stick nests,not detected,6-27-2013,0,N,0,#,#,2 empty stick nests,not detected,2014-06-23,0,N,#,#,#, ,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,0,2,Apr-57,A,#,#,#
111,0,59.5,110,309,,,,,70.7668,-79.2917,562799.0142,7852272.371,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,24/06/2008,1,#,#,#,#,NEST;  ; 30/50/S,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-06,0,N,0,#,#,unoccupied,not detected,2012-06-30,0,N,0,#,#,no bird seen,PEFA,8-8-2013,0,Y,#,#,0,"June 27: PEFA female on stick nest. 1 empty stick nest. Waypoint N111 more precise. August 8: No bird seen. Couldn't locate ledge, failed",PEFA,2014-08-14,2,Y,3,#,3,June 23: PEFA pair took off. 2 eggs in stick nest. August 14: 3 chicks. 1 might be dead. Can't see it moving from helicopter.,not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,2,2,1,0,2,Apr-58,P,#,#,#
114,1,0.3,115,150,21,,115,114,71.309691,-79.195337,564537.0143,7912899.98,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,03/06/2008,1,#,0,#,#,NEST; no eggs yet - BUT this IS the Mine/Mary River Waterfall nest WPT (2007 nest) - just above Pump Station #1;,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,#,0,N,0,#,#,"June 10: No bird seen. July 1: Vacant confirmed. Site 114, 115 a# 116 are the same site. Should be merged a# named 115 (waterfall Mary River).  July 1 - no birds detectedd",not visited,#,#,#,#,#,#,June 27: No bird seen.  July 5 (EDI): no birds seen,not detected,2014-08-16,1,#,#,#,0,June 8: I#ividual took off. August 16: No bird seen.,not detected,2015-06-19,0,#,#,#,#,June 19 :no birds seen | August 1 : no birds seen,not detected,6-8-2016,0,N,#,#,0,June 23: no bird seen . August 6: no bird seen,not detected,16-06-2017,0,N,#,#,0,"June 16 2017: no bird seen, covered with snow. Aug 8 - no bitds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, wet rocks",not detected,12-07-2019,1,N,0,0,0,no birds,not detected,16-08-2018,0,N,#,#,0,"no birds, near waterfall",not detected,1,0,0,0,2,8-46,P,0,0,0
